id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
692017,The Music City U.S.A Plantation,3537810,Paul,,District 34,36.06981,-86.77374,Entire home/apt,1275,2,0,,,2,364,0,
747429,Downtown Great Getaway,2066370,Lisa,,District 21,36.18276,-86.80296,Entire home/apt,332,2,62,2021-08-22,0.56,2,232,4,
914787,4 BEDS ★WALK to Downtown Nashville ★Pool & Parking,4910520,Amy,,District 19,36.1754,-86.78193,Entire home/apt,155,1,278,2021-12-12,2.60,6,334,5,
980344,Downstairs/Midweek only Designer Home n Music City,441439,Angela,,District 24,36.144,-86.82827,Private room,250,2,1,2018-03-21,0.02,4,81,0,
1006989,Private Carriage House,1896384,John And Mike,,District 6,36.17509,-86.73581,Entire home/apt,95,2,499,2021-12-12,4.70,1,143,61,
1009550,The Fab GuesT QuarTers Suite,5554006,Jacque,,District 7,36.21235,-86.70461,Entire home/apt,109,3,219,2021-11-27,2.07,1,15,18,
1039298,Hotel-quality Two-bedroom Suite,5721539,Alyce,,District 7,36.2249,-86.72295,Entire home/apt,79,2,81,2020-03-23,1.41,1,23,0,
1130166,Private Suite in University Area,6201847,Cally And  Ken,,District 17,36.122,-86.78844,Entire home/apt,85,2,407,2021-09-05,3.96,1,0,28,
1206512,Designer's Home in Belmont/12South,3759875,Alayna,,District 18,36.12609,-86.79663,Entire home/apt,600,4,25,2021-08-31,0.24,1,319,1,
1209395,Music Row Midtown Apartment,6604593,Michael,,District 19,36.14883,-86.79629,Entire home/apt,94,3,183,2021-12-12,1.86,1,327,16,
1300670,Valentino's Retreat,119023,Dana,,District 10,36.32114,-86.72644,Entire home/apt,135,2,65,2021-11-17,0.63,1,347,18,
1376970,East Nashville private duplex apt,387150,Kristina,,District 7,36.18945,-86.72531,Entire home/apt,89,30,138,2020-10-15,1.36,2,79,0,
1428018,Take Time out by the Private Lake at Our Urban Oasis,7679962,Cathryne & David,,District 6,36.17574,-86.72014,Private room,115,2,282,2021-12-12,2.78,1,354,22,
1468175,"Walk to Vandy, Downtown & Music Row - FREE SHUTTLE",7720839,Michelle,,District 19,36.14901,-86.78818,Private room,82,14,140,2018-05-20,1.38,4,0,0,
1469884,Walk to The Gulch -FREE SHUTTLE BUS,7720839,Michelle,,District 17,36.14584,-86.78634,Private room,71,1,76,2017-11-12,0.76,4,0,0,
1537921,Truly Central East Nashville Private Cozy Cottage,113637,Cynthia,,District 6,36.16794,-86.73759,Entire home/apt,111,2,239,2021-12-11,2.37,1,336,48,
1546787,Cozy Guesthouse in 12 S Neighborhood,6855810,UrbanNashville,,District 18,36.12903,-86.79336,Entire home/apt,85,2,412,2021-12-10,4.32,60,146,72,
1557535,ULITIMATE GIRLS WEEKEND!!! 10 MIN. TO DOWNTOWN!!!!,8291189,John,,District 7,36.22637,-86.70969,Entire home/apt,625,3,72,2021-09-06,0.73,1,259,10,
1583339,Heart of Historic East Nashville,1567001,Amy,,District 6,36.17833,-86.74426,Entire home/apt,375,2,57,2021-10-17,0.57,4,227,13,
1583557,Entire Upstairs-2 Bedroom Private/Owner downstairs,1567001,Amy,,District 6,36.17833,-86.74426,Entire home/apt,150,1,108,2021-09-19,1.08,4,172,12,
1584280,Cheapestead Cottage East Nashville,8440705,Carolyn,,District 6,36.17649,-86.74237,Entire home/apt,90,2,350,2021-11-14,3.47,1,300,23,
1587240,Charismatic room in East Nashville,1567001,Amy,,District 6,36.17868,-86.74394,Private room,70,2,135,2021-07-22,1.35,4,0,6,
1640655,Southern Hospitality - With 2 Rooms! Private Bath!,6154341,Ann,,District 17,36.1254,-86.77825,Private room,90,4,149,2019-05-01,1.49,1,350,0,
1661560,"East Nash tucked away, retro, killer porch, view!",8804227,Kelli,,District 6,36.17622,-86.73512,Entire home/apt,174,1,115,2021-10-24,1.17,1,221,6,
1714215,"TRAVELERS PL  Blue Room 
Female, NS Only plz",812128,Patricia And John,,District 12,36.18743,-86.59163,Private room,35,31,10,2020-03-17,0.12,9,168,0,
1786497,2BR Artsy Retro in East Nashville: Great Reviews!,7503893,Angie,,District 7,36.19506,-86.71568,Entire home/apt,99,30,103,2021-08-21,1.07,2,120,5,
1793477,East Nashville Underground Apt.,7509912,Sarah & Steve,,District 7,36.1978,-86.70568,Entire home/apt,135,2,472,2021-12-12,4.80,1,358,29,
1840652,A Downtown Great GetAway!,2066370,Lisa,,District 21,36.17642,-86.80902,Entire home/apt,349,2,137,2021-11-21,1.39,2,266,20,
1844680,Private room in great location!,9637660,David And Becky,,District 7,36.21661,-86.7255,Private room,50,1,166,2020-02-15,1.73,2,0,0,
1885504,"2 Master Suites, 30-day Rental 10 mins to downtown",9805687,Brent,,District 16,36.10963,-86.74195,Entire home/apt,96,2,165,2021-10-24,1.68,9,342,9,
1951714,Cheap Vandy / Downtown Nashville CrashPad,7720839,Michelle,,District 19,36.14721,-86.78759,Shared room,500,1,7,2017-09-11,0.07,4,89,0,
1954040,Vintage style Eastside bungalow,8196681,Anita,,District 7,36.20443,-86.72778,Private room,69,1,298,2021-12-05,3.08,1,343,58,
2071080,Cheap Downtown Crashpad (Solo Travelers Only),7720839,Michelle,,District 19,36.14717,-86.78754,Shared room,104,1,2,2018-05-05,0.03,4,0,0,
2083878,"3min to DWTN!/2 bds, 1.5bths/Private Suite",10643952,Khira,,District 19,36.17074,-86.79057,Entire home/apt,113,1,512,2021-11-24,5.28,1,97,52,
2138177,Rustic Designer Suite near City Center,6521193,Terry And Piper,,District 6,36.16137,-86.75327,Entire home/apt,140,30,405,2021-11-22,4.24,1,95,51,
2170733,Charming East Nashville Home,6036692,Ruthie,,District 6,36.18854,-86.74452,Entire home/apt,100,30,54,2020-03-16,0.58,1,63,0,
2181743,Take It Easy at an Urban Cottage in East Nashville/near Dt,7073590,Brigitte,,District 6,36.16976,-86.73837,Entire home/apt,175,1,449,2021-12-14,4.88,13,320,75,
2247632,Country in the city( NINE beds! East Nashville),2245687,Kyah,,District 6,36.1864,-86.71779,Entire home/apt,357,3,163,2021-12-09,1.71,1,259,22,
2261942,Charming Room in Hip East Nashville,11550460,Jim,,District 5,36.18181,-86.7528,Private room,78,2,541,2021-12-13,5.80,1,121,32,
2273933,Sylvan Park home 2 mi- downtown,441439,Angela,,District 24,36.14058,-86.82551,Entire home/apt,550,3,7,2021-09-06,0.08,4,350,3,
2316288,❤︎ NEWLY RENOVATED 1930 Cottage❤︎ PRIME Location❤︎,7428690,Matt & Steph,,District 6,36.18719,-86.74243,Entire home/apt,211,2,273,2021-11-21,3.49,3,335,37,
2372334,Charismatic room in East Nashville,1567001,Amy,,District 6,36.17833,-86.74426,Private room,70,2,49,2021-01-02,0.52,4,0,1,
2396505,Luxe Comfort in an Artistic & Historic Home,12098481,Bryan,,District 18,36.13549,-86.81257,Entire home/apt,706,30,68,2021-10-24,0.73,1,232,13,
2473234,Room At Eastland - Your totally private room!,12649085,Val,,District 6,36.18218,-86.726,Private room,45,2,115,2021-08-24,1.22,1,244,3,
2479230,2BR/1BA Long-Term FURNISHED Rental by Vandy,2800334,Kristin,,District 19,36.14454,-86.79452,Entire home/apt,90,30,92,2021-05-31,1.00,2,175,2,
2521338,"BEAUTIFUL AFFORDABLE SPACE 
F Non smoker only plz",812128,Patricia And John,,District 12,36.1887,-86.59036,Private room,35,31,3,2016-08-10,0.04,9,90,0,
2577619,NASHVILLE'S GEM LOCATION! MUSIC ROW & VANDERBILT,2275056,Debbie,,District 18,36.140717,-86.815483,Entire home/apt,649,2,114,2021-11-28,1.27,6,262,14,
2581896,"Live Like a Local in E. Nashville, 196 5* Reviews",13221453,Christy,,District 6,36.17061,-86.74256,Entire home/apt,182,2,233,2021-11-29,2.49,5,45,19,
2590492,Purple Moon River House  Monthly Rentals Only,13262394,Dee,,District 15,36.2422,-86.70531,Entire home/apt,275,30,21,2018-07-30,0.22,1,365,0,
2666769,Cottage at West End/Vandy/Hillsboro,9551442,Debra,,District 21,36.14705,-86.81845,Entire home/apt,98,1,607,2021-12-13,6.84,6,296,70,
2694882,"E. Nashville, 207 5* Reviews, Close to Everything",13221453,Christy,,District 6,36.17029,-86.74104,Entire home/apt,149,2,233,2021-12-10,2.49,5,18,9,
2710049,Affordable extended stays,558742,Sara Jane,,District 12,36.16162,-86.5911,Private room,34,30,9,2018-03-15,0.10,1,356,0,
2726453,Luxury Living & Perfect Location Walk to Music Row,2275056,Debbie,,District 18,36.14077,-86.81479,Entire home/apt,151,2,177,2021-11-30,1.93,6,83,18,
2743820,"East Nashville, 2 Bedroom Bungalow",5443095,Brad,,District 7,36.21783,-86.71522,Entire home/apt,110,30,85,2021-06-13,0.92,1,226,2,
2811765,Historic Bungalow - 3 BR & 2.5 Bath,5461408,Nancy,,District 17,36.13434,-86.77735,Entire home/apt,100,30,5,2018-01-01,0.06,1,0,0,
2824336,"Modern Home, Gulch, Blocks from Downtown",14448697,Che,,District 19,36.14909,-86.78868,Entire home/apt,528,2,151,2021-11-28,1.66,3,316,14,
2871526,Cozy 1920s Cottage in 12th South,2915436,Brad,,District 17,36.12834,-86.7861,Entire home/apt,277,5,33,2021-06-27,0.43,1,0,5,
2874811,"Modern, Stylish,  5 ★ Cottage close to EVERYTHING!",3751912,Chaney,,District 6,36.16662,-86.7486,Entire home/apt,75,30,157,2021-09-26,1.71,2,134,5,
2906844,Beautiful Loft Apt East Nashville,6117864,Sara,,District 6,36.17718,-86.74109,Entire home/apt,93,2,444,2021-11-28,4.81,1,126,55,
2908364,"River View, Dock, Pool, Hot tub, CASR-201517041",14858294,Bill And Anne,,District 15,36.22014,-86.70626,Entire home/apt,662,3,28,2021-11-15,0.31,1,241,4,
2931998,Light-filled Modern Bungalow at Musician's Hideaway,5151272,Carly,,District 6,36.17477,-86.73981,Entire home/apt,347,3,94,2021-10-24,1.11,1,15,3,
2950152,"Nashville, Downtown ,Vandy ,Belmont, Pets welcome",15060012,William And Vicki,,District 17,36.14225,-86.79286,Entire home/apt,248,1,609,2021-12-11,6.97,1,250,128,
2958698,"4 BR Home, 10 min to Dwntwn",6653482,Jessica,,District 24,36.14579,-86.83957,Entire home/apt,300,2,26,2020-07-26,0.30,1,0,0,
3005865,"Poodle Springs, Luxury Lodging",15318271,Bett & Rob,,District 34,36.05341,-86.84215,Private room,150,30,23,2018-11-12,0.25,1,0,0,
3021231,12th S- WALK TO RESTAURANTS!! 3 MILES TO DOWNTOWN,15395208,Julie And Josh,,District 17,36.12133,-86.78245,Entire home/apt,408,3,207,2021-12-05,2.28,1,329,42,
3043332,Loaded Vagabond Studio (Near Opry and Downtown),293488,Caitlin,,District 15,36.16429,-86.68384,Entire home/apt,75,2,314,2021-11-22,3.61,2,107,37,
3052313,Beautiful Belmont Home Perfect for Family Fun!,15539580,Robert,,District 18,36.12228,-86.80152,Entire home/apt,600,2,12,2021-11-28,0.14,1,145,3,
3056884,"Mulberry House, Upscale Guest Cottage in Nashville",13960682,Doug,,District 25,36.11481,-86.78929,Entire home/apt,300,2,8,2021-10-03,0.20,1,295,4,
3072413,Cozy 2BR East Nashville suite,9637660,David And Becky,,District 7,36.21517,-86.72557,Private room,90,2,66,2020-03-10,0.73,2,0,0,
3095791,Convenient Private Room in Midtown,3298595,Heidi,,District 21,36.15532,-86.8004,Private room,66,30,51,2019-10-11,0.56,2,89,0,
3107569,DOWNTOWN 7000 sf Mansion 7 Min to Broadway!,15494980,Devon,,District 5,36.19976,-86.76057,Entire home/apt,839,4,121,2021-10-17,1.37,3,359,8,
3116713,"Travelers SUNNY PARADISE RM
Female 
Non Smkr  plz",812128,Patricia And John,,District 12,36.18737,-86.59015,Private room,35,31,9,2021-04-24,0.12,9,178,1,
3121821,Charming private apt. in hip area,14083317,Merrilyn,,District 6,36.18774,-86.74115,Entire home/apt,95,1,844,2021-12-06,9.19,2,250,119,
3123909,Spacious 4BR Townhouse near Downtown,7961115,Blake,,District 19,36.18161,-86.79086,Entire home/apt,499,2,122,2021-11-07,1.34,2,335,13,
3158038,Welcome to 12 South comfort!,5611748,Melissa,,District 17,36.1348,-86.78514,Entire home/apt,495,2,26,2021-10-24,0.29,1,49,9,
3275310,Cozy Chic Cottage in Popular East Nashville,6233192,Michelle,,District 6,36.17942,-86.7308,Entire home/apt,224,3,64,2020-03-08,0.72,2,0,0,
3288576,Belmont Modern Loft Guest House,2275056,Debbie,,District 18,36.12465,-86.7947,Entire home/apt,179,1,138,2021-11-19,2.11,6,59,28,
3379848,Casual Comfort at The Hotel Not California,17050462,Patrick & Janet,,District 16,36.12451,-86.71123,Entire home/apt,134,2,111,2021-10-24,2.11,1,328,25,
3398939,!!DOWNTOWN CONDO WITH GREAT POOL AND VIEW!! 84,17145199,Brad,,District 19,36.17413,-86.7822,Entire home/apt,115,1,317,2021-12-15,3.50,7,155,21,
3464176,Spacious Home in Cool East Nashville - #2019071966,17453866,Alex,,District 5,36.17866,-86.76967,Entire home/apt,429,2,53,2021-10-24,0.59,1,214,12,
3498020,Convenient Room in Midtown by Vandy,3298595,Heidi,,District 21,36.15615,-86.80048,Private room,80,30,1,2016-06-01,0.01,2,179,0,
3578360,East Nashville & Easy Bike Downtown,11006332,Cp,,District 6,36.16369,-86.74046,Entire home/apt,200,2,101,2021-11-11,1.12,1,192,19,
3595967,"New, Spacious, Clean, near Downtown",14103090,Gary,,District 17,36.13955,-86.76488,Entire home/apt,395,3,70,2021-11-21,0.78,1,151,20,
3615228,Sylvan Park Guest Quarters,39713,Ellen,,District 24,36.1504,-86.84701,Entire home/apt,60,30,51,2021-09-18,1.00,1,365,2,
3643239,Downtown Hostel - Private Dorm,16246720,Music City Guest House,,District 19,36.16428,-86.77653,Hotel room,999,1,181,2020-12-08,2.05,15,0,0,
3648549,"Serene, Cozy Getaway; Lipscomb, Vanderbilt,12South",931636,Debby,,District 25,36.10373,-86.79625,Entire home/apt,126,2,116,2021-11-07,1.85,1,0,3,
3686152,12th South Dream Retreat - Family Friendly!,15586733,Neal,,District 17,36.1269,-86.78371,Entire home/apt,433,2,210,2021-12-13,2.36,20,319,10,
3694888,Location! Music Row Gulch Downtown!,18816131,Sean,,District 19,36.15053,-86.78961,Entire home/apt,114,1,495,2021-11-07,5.88,1,267,6,
3696753,Restrung East Nashville Condo,18830581,Mike & Kate,,District 6,36.17069,-86.75593,Entire home/apt,177,3,297,2021-12-05,3.30,2,158,43,
3703925,"Charming flat in heart of Nashville, Sylvan Park",441439,Angela,,District 24,36.14127,-86.82559,Entire home/apt,112,1,555,2021-12-01,6.22,4,142,78,
3704256,Cozy Bungalow,3568608,Anna,,District 6,36.18188,-86.72623,Entire home/apt,60,2,113,2020-02-10,1.92,2,0,0,
3710914,Cottage-Style East Nashville Home close to Downtown,225274317,Wendy,,District 5,36.18081,-86.77149,Entire home/apt,142,2,556,2021-12-15,6.19,3,258,111,
3717911,Downtown Hostel (Coed Shared Dorm),16246720,Music City Guest House,,District 19,36.1647,-86.77615,Hotel room,999,1,643,2020-12-23,7.28,15,0,1,
3742359,Five Star Buena Vista East Nashville Loft,13976860,Connie,,District 6,36.16937,-86.73648,Entire home/apt,129,2,295,2021-09-19,3.29,1,253,29,
3760928,Historic Suite in East Nashville,19112532,Angela,,District 6,36.19123,-86.74158,Private room,109,1,304,2020-11-29,3.42,1,139,0,
3789558,Beautiful Home Very Close to Downtown,19451333,Narum,,District 23,36.13111,-86.8813,Entire home/apt,257,3,45,2021-11-14,0.50,4,75,9,
3793659,Family Home Downtown Nashville,9633722,Molly,,District 19,36.17136,-86.79406,Entire home/apt,212,2,182,2021-11-30,2.28,2,336,39,
3811909,Modern Cottage East Nashville,11543228,Jess,,District 6,36.18235,-86.72676,Entire home/apt,89,2,310,2021-12-12,3.48,1,72,36,
3861690,Southern Charm on the Farm,19743617,Tom & Ann,,District 35,36.05274,-87.03498,Entire home/apt,135,2,171,2021-12-05,2.01,1,355,11,
3867817,"Luxury ""Shabby Chic Dollhouse"" Home~BEST LOCATION!",19969236,Elizabeth,,District 24,36.1221,-86.8422,Entire home/apt,263,30,8,2019-10-31,0.09,2,350,0,
3895594,Nature in Music City,20164535,Brian,,District 30,36.07588,-86.71173,Entire home/apt,105,30,0,,,1,0,0,
3905148,Private Entry/1895 Victorian,19204818,"Tom And Wife, Mary",,District 6,36.17377,-86.74145,Private room,104,1,439,2021-12-13,4.94,1,334,60,
3907104,"Restored Historic Home, Steps from Dining & Shops",593556,Alece,,District 6,36.17457,-86.75116,Entire home/apt,159,1,129,2021-12-13,1.46,8,295,41,
3949381,"SWANKY PAD, KILLER LOCATION!!!",8025232,Dj,,District 18,36.12581,-86.80926,Entire home/apt,100,14,15,2021-11-21,0.17,1,295,8,
3952633,Stylish Condo in Trendy 12South,7096686,Meredith,,District 17,36.12385,-86.77719,Entire home/apt,106,27,24,2019-05-27,0.27,2,270,0,
4033107,Cozy Downtown Nashville Room,9081613,Sritha,,District 19,36.16185,-86.78039,Private room,132,1,85,2016-09-13,0.96,1,0,0,
4033674,"Modern Condo & Pool,Downtown Close! BudgetFriendly",14657565,Daphne,,District 17,36.12644,-86.77843,Entire home/apt,94,1,731,2021-11-29,8.42,4,219,78,
4047679,1BR/1BA Music Row Long-Term Executive Suite,2800334,Kristin,,District 17,36.14275,-86.79487,Entire home/apt,72,30,100,2021-08-22,1.14,2,115,3,
4067086,Urban Art District Abode,9596278,Jacob,,District 17,36.14392,-86.76227,Entire home/apt,122,1,672,2021-11-29,7.60,4,274,89,
4100639,!!RIVERFRONT CONDO WITH VIEW*  WALK TO BROADWAY!!,17145199,Brad,,District 19,36.17105,-86.78033,Entire home/apt,111,1,359,2021-12-10,4.27,7,255,81,
4110237,"Trendy, Brand New Condo One Mile From Downtown.",16949507,Anastacia And Freddy,,District 21,36.15962,-86.80651,Entire home/apt,136,1,59,2021-11-27,2.58,1,161,46,
4169295,Belmont 12th South DREAM HOUSE: Top rated home,2275056,Debbie,,District 18,36.12465,-86.79689,Entire home/apt,1299,2,81,2021-11-14,0.96,6,345,11,
4170603,8th Ave. Near 12 South and Downtown,16831211,Chris,,District 17,36.12609,-86.77792,Entire home/apt,87,3,311,2021-12-01,3.54,1,188,40,
4178988,Award Winning Private Cottage NASHVILLE,9551442,Debra,,District 6,36.1748,-86.73808,Entire home/apt,141,1,664,2021-12-10,7.60,6,293,86,
4197716,Scandinavian Style Apartment in Heart of East Nashville,12122804,Cass And Martin,,District 6,36.18111,-86.73229,Entire home/apt,94,1,554,2021-12-06,6.30,2,162,46,
4227049,East Nashville Victorian Home,7153613,Tammi,,District 6,36.18729,-86.73623,Entire home/apt,325,2,69,2021-09-27,0.81,1,28,4,
4252199,Big & Cozy East Nashville Retreat,22066344,Katie,,District 5,36.18327,-86.75205,Entire home/apt,369,2,348,2021-11-28,4.01,5,217,22,
4266652,Stylish Condo Centrally Located,22149003,A.,,District 26,36.08643,-86.73305,Private room,68,2,21,2018-11-18,0.27,1,0,0,
4275484,The Hamilton ★ 3 BR/2 BA ★ 1.5 mi to Broadway,22196890,Donald,,District 17,36.13807,-86.76732,Entire home/apt,149,3,262,2021-11-14,3.26,1,327,25,
4278005,"""Plan B"" Guest Suite",21259075,Jessica,,District 24,36.1484,-86.84671,Entire home/apt,45,30,106,2021-02-27,1.25,1,0,2,
4302855,"The Commodore-Stay ON Vandy Campus, Stay 3 Nights Get 4th Free Nov-Feb!",6675690,Isabeau And Shaun,,District 18,36.13751,-86.81267,Entire home/apt,214,2,130,2021-12-06,1.91,66,306,17,
4303083,"Beautifully Chic Home on the East Side, Clean & Sanitized",6675690,Isabeau And Shaun,,District 6,36.17144,-86.74783,Entire home/apt,224,2,152,2021-11-26,2.29,66,339,33,
4351066,Modern Studio in Hip Melrose,16587828,Cal,,District 17,36.12679,-86.77831,Entire home/apt,68,2,406,2021-11-05,4.65,2,344,54,
4358798,East Nashville 1930's Cottage Unit B,16922948,Meagan,,District 7,36.19241,-86.72529,Entire home/apt,85,30,89,2021-02-15,1.11,2,200,5,
4365735,East Nashville 1930'a Cottage Unit A,16922948,Meagan,,District 7,36.19229,-86.7253,Entire home/apt,195,28,84,2021-10-02,0.97,2,300,9,
4404303,Private Loft Apt Vandy / Belmont,22862844,Olivia,,District 18,36.13361,-86.80678,Entire home/apt,99,2,290,2019-07-07,3.42,1,0,0,
4436799,Midtown/Kristofferson's old Apt!,23029956,Ricky,,District 19,36.15259,-86.79593,Entire home/apt,174,1,636,2021-11-27,7.44,6,5,71,
4438136,"Updated Historic Home, Vibrant Park, HVAC w/ UV L",10389445,Janet,,District 24,36.13354,-86.82565,Entire home/apt,330,2,175,2021-11-26,2.06,1,155,11,
4476315,"Charming Poppy House Villa, Walk to Music and More.",23224852,Jamie,,District 19,36.14555,-86.7896,Entire home/apt,222,2,365,2021-12-10,4.26,1,294,62,
4485271,DOWNTOWN Riverfront Condo close to BROADWAY ACTION,23271865,Harry,,District 19,36.17332,-86.78052,Entire home/apt,122,2,163,2021-12-12,1.92,2,337,18,
4490882,Great Condo in 12South,7096686,Meredith,,District 17,36.12529,-86.77814,Entire home/apt,146,27,25,2019-10-01,0.29,2,188,0,
4491931,Mid-Century Modern East Nashville Craftsman in Five Points,23301240,Andy,,District 6,36.17614,-86.74306,Entire home/apt,159,2,242,2021-11-22,3.03,1,136,41,
4494569,"Germantown 4bd, 2 Miles from Bdwy",23314330,Sara,,District 19,36.1809,-86.79249,Entire home/apt,513,2,117,2021-11-14,1.36,4,305,24,
4511965,Duplex- Inc Both Sides - in E. Nash 415 5* Reviews,13221453,Christy,,District 6,36.1711,-86.74227,Entire home/apt,314,2,15,2019-11-25,0.18,5,0,0,
4531756,Southern Charm meets Old World Hospitality,23496125,Maria Davis,,District 25,36.08877,-86.79513,Entire home/apt,628,3,20,2021-09-12,0.36,1,355,6,
4559286,The Green Menagerie,23636518,Elizabeth,,District 27,36.05031,-86.73662,Private room,84,1,189,2021-12-05,2.47,1,82,45,
4604518,Gated community w/yard & parking✦Close to Downtown,8008453,Alyssa,,District 17,36.12443,-86.76344,Entire home/apt,351,2,260,2021-11-23,3.38,2,312,44,
4621726,"Cute, Cozy Cottage in Nashville",17913438,Randa,,District 24,36.14653,-86.84341,Entire home/apt,156,2,119,2021-12-05,1.41,1,331,22,
4625481,Downtown Nashville Condo on River,83323910,Rebecca,,District 19,36.17394,-86.77991,Entire home/apt,196,2,94,2021-12-12,1.21,9,334,7,
4688417,Artistic Craftsman Home in East Nashville,9244640,Kate,,District 5,36.18992,-86.74922,Entire home/apt,245,2,25,2020-02-16,0.56,1,0,0,
4688669,Luxurious Downtown Corner Views 2 bed 2bath-#211,24241984,Patsy,,District 19,36.15594,-86.76575,Entire home/apt,246,2,57,2021-10-30,0.67,13,190,7,
4787052,Nashville Carriage House,24675632,Bill And Debbie,,District 6,36.18504,-86.74595,Entire home/apt,105,1,445,2021-11-28,5.25,1,322,71,
4796367,Greenway Golden Bnb - E. Nashville getaway,7267223,Chris & Daniella,,District 7,36.20229,-86.70199,Entire home/apt,149,1,77,2019-09-30,0.99,1,0,0,
4803359,Spacious 1BD in Quiet Green Setting,19451333,Narum,,District 23,36.13062,-86.88099,Entire home/apt,113,30,5,2016-01-01,0.06,4,364,0,
4806588,!!RIVERFRONT CONDO WITH VIEW*WALK TO BROADWAY!! 60,17145199,Brad,,District 19,36.17068,-86.77854,Entire home/apt,111,1,404,2021-12-08,4.87,7,268,75,
4809998,East Nashville 3BR - Great location,24774248,Doy,,District 5,36.19208,-86.76113,Entire home/apt,163,2,129,2021-11-21,2.36,1,31,28,
4810344,12 South Apartment for Rent,4983840,Nathan,,District 18,36.13279,-86.79113,Entire home/apt,80,1,294,2021-12-12,3.52,1,276,73,
4857128,Cozy Green Hills apartment (1 mi from Lipscomb U.),24987037,Patrick,,District 25,36.09474,-86.79189,Entire home/apt,94,3,431,2021-12-04,5.29,1,106,74,
4861360,Little Hollywood Gem East Nashville,25006117,Stephanie,,District 6,36.17808,-86.73524,Entire home/apt,190,2,54,2020-03-08,0.65,1,138,0,
4917247,Entire Cozy Cottage/5 Points/E Nash,18167773,Emily,,District 6,36.17777,-86.74039,Entire home/apt,121,2,341,2021-11-27,4.04,2,307,37,
4924659,Freshly Renovated Historic Suite,25366040,Todd,,District 24,36.1497,-86.84371,Entire home/apt,100,1,401,2021-11-27,4.73,1,312,64,
4949787,4BDRM/7QUEEN Artist's Home*Deck*Gated w/a Park,25467486,Erin,,District 17,36.12334,-86.76343,Entire home/apt,170,3,170,2021-11-24,2.16,1,314,30,
4958707,The Ruby at Music Row,9596278,Jacob,,District 19,36.14595,-86.7877,Entire home/apt,123,1,597,2021-12-01,7.07,4,236,65,
5014393,Sweet cottage on Nashville farm!,6216127,Terry Jo,,District 34,36.04394,-86.83424,Entire home/apt,138,90,73,2016-07-31,0.89,1,261,0,
5039858,"PRIVATE bd/bth, Great Location, Off-Street Parking",25350815,Alexander,,District 7,36.19762,-86.73347,Private room,110,1,100,2021-11-21,1.20,1,365,19,
